Id BDTNS,Id Line,Part text,Line,Text,PN/GN as attested,Id PN/GN as attested,PN/GN Normalized,Id PN/GN normalized,PN or GN,Seal,Date
163179,L790364,o.,11,1 Be-li2-A.ZU,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
162918,L785496,o.,2,[1 Be-li2]-A.ZU,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
163402,L792157,o.,3,[1] Be-li2-A.ZU,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
163210,L790470,o.,3,1 Be-li2-A.[ZU] ,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
162922,L785637,o.,3,[1 Be-li2-A.ZU],Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
162923,L785674,o.,11,1 Be-li2-A.ZU,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
163319,L791381,o.ii,18,1 Be-li2-A.ZU,Be-li2-A.ZU,OV_000185,Be-li2-A.ZU,OS_000171,PN,,
162728,L778337,o.,5,[16 guruš] ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162729,L778388,o.,5,[17 gur]uš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162729,L778414,r.,6,1 guruš tu-ra ugula Be-li2-i3-li2 ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162730,L778433,o.,5,17 guruš ugula [Be]-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162731,L778457,o.,4,[17 guruš] ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162732,L1088657,o.,5,[17 guruš ugula B]e-[l]i2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162732,L1088685,r.,8',1 e-pe-eš na-am-tu-ra / ugula Be-li2-i3-li2 ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162738,L778650,o.,5,17 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162739,L778679,o.,5,[17 guruš] ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162740,L778736,o.,5,17 guruš ugula Be-li2-i3-l[i2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162741,L778793,o.,5,17 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162741,L778834,r.,13,1 Be-li2-A.ZU tu-ra ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162743,L778918,o.,5,17 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162742,L778854,o.,5,15 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162744,L778953,o.,4,17 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162745,L779015,o.i,4,[1]8 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162745,L779057,r.i,13,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162746,L779076,o.i,4,16 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162746,L779122,r.ii,1,ugula [Be-li2-i3]-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162748,L779221,o.i,4,[14]+4 guruš ugula B[e-l]i2-i[3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162748,L779268,r.ii,1,[1] Be-li2-i3-[li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162749,L779285,o.i,4,[18 guruš] ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162749,L779330,r.i,7,ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162750,L2385452,o.,4,17 guruš ug[ula Be-li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162751,L779401,o.i,4,18 guruš ugula Be-[li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162752,L779424,o.i,4,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162753,L779492,o.i,4,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162754,L779555,o.,4,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162755,L779655,r.ii,3,ugula B[e]-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162756,L779671,o.i,4,[18] guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162756,L779735,r.ii,11,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162757,L779756,o.i,4,[18 guru]š ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162757,L779826,o.iv,8,[1 Ir]-DU.DU / [ugula Be]-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162747,L779141,o.i,4,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162747,L779203,r.ii,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162758,L2385557,r.i,8',ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162759,L779879,o.i,4,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162759,L779899,r.i,5',1 Be-[l]i2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162760,L779918,o.i,4,[n guruš ugula Be-li2]-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162760,L779973,r.i,15,1 Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162761,L2385574,o.i,4,18 guruš ugula [Be-li2]-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162761,L2385631,r.i,17,1 Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162762,L780085,o.,5,[n guruš ugula Be-li2]-⌈i3⌉-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162764,L2385711,o.,5,13 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162764,L2385741,r.i,4',1 Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162764,L2385748,r.i,11',ugula [Be-li2]-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162771,L780504,o.i,5,9 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162771,L780528,r.i,6',ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162766,L2385767,o.,5,10-la2-1 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162766,L2385827,r.ii,1,ugula Be-li2-i3-l[i2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162767,L780333,o.i,5,[3 guruš] ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162767,L780381,r.i,15,[ugula Be-li2-i3-li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162768,L780406,o.i,5,[n guru]š ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162768,L780451,r.i,15,ugula Be-li2-⌈i3-li2⌉,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162769,L2385848,o.,5,[n] guruš ugula [Be-li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162772,L780551,o.,5,10-la2-1 guruš ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162776,L780620,o.,5,18 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162776,L780650,r.,7,ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162905,L785289,o.,4,14 guruš [ugula Be-li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162779,L780718,o.,4,20-la2-1 guruš ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162779,L780745,r.,8,[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162796,L2389009,o.,3,16 guruš ugula Be-li2-[i3-li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162797,L781124,o.,3',[n] guruš ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162910,L785356,o.,2,[n guru]š ugula Be-li2-[i3-l]i2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162802,L781319,o.,3,20 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162804,L781405,o.,3,20 [guruš] ugula B[e-li2]-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162805,L781453,o.,6,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162809,L781656,o.,10,ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162810,L781718,o.,12,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162811,L781747,o.,9,ugula [Be]-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162812,L781800,o.,9,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162813,L781850,o.,10,ugula Be-[li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162817,L782022,o.,11,ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162815,L781924,o.,11,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162816,L781976,o.,2,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162818,L2387595,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162820,L782119,o.,9,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162826,L782397,o.,8,[n guruš ugula Be]-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162821,L782165,o.,8,[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162822,L782204,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162823,L782255,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162825,L782339,o.,8,1 Be-li2-i3-li2 ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162825,L782343,o.,12,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162828,L2385971,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162829,L782500,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162830,L2386022,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162831,L782573,o.,8,[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162832,L782622,o.,8,[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162833,L782673,o.,8,[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162834,L2386077,o.,2,[ugula Be-li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162835,L782739,o.,8,[ug]ula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162836,L782790,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162837,L782840,o.,8,ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162838,L782873,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162839,L782923,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162841,L783033,o.,8,ugula Be-[li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162840,L782978,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162842,L2386120,o.,8,ugula Be-[li2-i3-li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162843,L783085,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162844,L783141,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162845,L783195,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162846,L783244,o.,8,ugula Be-li2-i3-[li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162848,L783323,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162850,L2387615,o.,3',[ugula] Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162849,L783379,o.,8,[ugu]la Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162852,L783518,o.,8,ugula Be-[li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162856,L783579,o.,8,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162857,L783635,o.,7,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162860,L783718,o.,7,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162861,L783772,o.,6,[ugula] Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162862,L1088547,o.,6,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162864,L783820,o.,5,13 guruš ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162869,L784013,o.,6,ugula B[e-li2-i]3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162865,L783857,o.,6,[ugula Be-li2-i3]-li2 arad2 e2-[a-me-eš2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162868,L783968,o.,6,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162870,L784068,o.,6,ugula Be-li2-[i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162853,L783536,o.,4,6 guruš ugula B[e!-li2-i3-li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162854,L783548,o.,4,3 guruš ugula Be-li2-i3-[li2] ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162929,L785730,o.,2,ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162871,L784116,o.,6,ugula Be-li2-i3-li2 arad2 e2-[a-me-eš2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162872,L784161,o.,6,ugula Be-li2-i3-li2 arad2 e2-[a-me-eš2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162873,L784204,o.,6,ugula Be-li2-i3-li2 arad2 e2-a-me-eš2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162875,L784267,o.,6,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162876,L784280,o.,6,ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162907,L785338,o.,3,[n]+6 guruš ugula Be-li2-i3-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162924,L785695,o.,2,ugula Be-li2-⌈i3⌉-[li2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162952,L2706058,e.r.,2,[u3] Be-li2-i3-[li2 ugula ma2-gid2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162952,L2706075,t.r.,3,⌈u3⌉ Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
162952,L2706084,s.,2,Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,Seal Legend,
163020,L2707048,o.,8,u3 Be-li2-i3-li2 ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163020,L2707057,s.,2,Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,Seal Legend,
162953,L785848,r.,2,giri3 Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163060,L786948,o.,6,ugula Be-li2-i3-li2 ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163186,L2707620,r.,3,[u3?] Be-li2-i3-li2 ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163186,L2707629,s.,2,Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,Seal Legend,
163446,L792454,o.,6,Be-li2-i3-li2 maškim,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163254,L791022,r.,1,0.1.1. [Be-l]i2-i3-li2 ,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
164023,L2716640,r.,4,1 Be-li2-i3-li2 ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
164029,L820639,t.r.,6,igi Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
164013,L2716452,e.r.,2,igi Be-[li2-i3-li2 ugula ma2-gid2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
164013,L2716470,t.o.,10,igi Be-li2-i3-li2 ugula ma2-/[gid2],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163296,L791175,r.,1,giri3 Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
171511,L1089777,r.,2,giri3 Be-li2-i3-li2 / ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163896,L794014,r.,3,giri3 Be-li2-i3-li2 / ugula ma2-gid2-[da],Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163899,L794046,r.,4,giri3 Be-li2-i3-li2 / ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163894,L793992,r.,3,giri3 Be-li2-i3-li2 / ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
193924,L2490684,o.i,4,10+8 guruš ugula Be-li2-i3-li2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
192057,L1223423,r.,1,giri3 Be-li2-i3-li2 / ugula ma2-gid2,Be-li2-i3-li2,OV_000186,Be-li2-i3-li2,OS_000172,PN,,
163102,L2386525,r.i,10,240 Be-li2-nu-ri,Be-li2-nu-ri,OV_000187,Be-li2-nu-ri,OS_000173,PN,,
192061,L1223515,o.,3,ki Ur-{d}Dumu-zi dumu Bi-/bi-ta # (or Ga-ga-ta},Bi-bi,OV_000188,Bi-bi,OS_000174,PN,,
192053,L2598000,o.,6,giri3 Bi-i-a lu2-/kin-gi4-a lugal,Bi-i-a,OV_000189,Bi-i-a,OS_000175,PN,,
163091,L788098,r.i,11,120 Bi-ku-ku,Bi-ku-ku,OV_000190,Bi-ku-ku,OS_000176,PN,,
163091,L788101,r.i,14,90 Bi-ku-ku,Bi-ku-ku,OV_000190,Bi-ku-ku,OS_000176,PN,,
163089,L787991,o.,14,300 Bi-ku-um,Bi-ku-um,OV_000191,Bi-ku-um,OS_000177,PN,,
163081,L787675,o.,4,480 Bi-la-la,Bi-la-la,OV_000192,Bi-la-la,OS_000178,PN,,
163319,L791378,o.ii,15,1 Bi-za-tum,Bi-za-tum,OV_000193,Bi-za-tum,OS_000187,PN,,
163096,L788398,o.ii,7,240 Bi-zi-za-a2,Bi-zi-za-a2,OV_000194,Bi-zi-za-a2,OS_000179,PN,,
163080,L787633,r.i,18,120 Bi-zu-a,Bi-zu-a,OV_000195,Bi-zu-a,OS_000180,PN,,
162921,L785618,o.i,21,[1 B]i?-da-sa6-sa6 ,Bi?-da-sa6-sa6,OV_000196,Bi?-da-sa6-sa6,OS_000181,PN,,
190112,L1223399,s.,2,dumu Bi?-za-da?-x,Bi?-za-da?-x,OV_000197,Bi?-za-da?-x,OS_000182,PN,Seal Legend,
163085,L787841,o.,18,720 Bi2-ba-a,Bi2-ba-a,OV_000198,Bi2-ba-a,OS_000183,PN,,
170103,L2388844,r.,5,Bi2-du-lu-um-še3 ba-a-gar,Bi2-du-lu-um,OV_000199,Bi2-du-lu-um,OS_000184,PN,,
162790,L780996,r.,2,[B]i2-za-a gub-ba,Bi2-za-a,OV_000200,Bi2-za-a,OS_000185,PN,,
162791,L781021,o.,10,Bi2-za-a gub-ba ,Bi2-za-a,OV_000200,Bi2-za-a,OS_000185,PN,,
162811,L781772,r.,11,2 gu[ruš e2] Bi2-za-a,Bi2-za-a,OV_000200,Bi2-za-a,OS_000185,PN,,
163080,L787544,o.i,5,360 Bi2-za-a,Bi2-za-a,OV_000200,Bi2-za-a,OS_000185,PN,,
163102,L2386482,o.i,30,720 Bi2-za-a,Bi2-za-a,OV_000200,Bi2-za-a,OS_000185,PN,,
163083,L787731,o.i,21,240 Bi2-za-ni,Bi2-za-ni,OV_000201,Bi2-za-ni,OS_000186,PN,,
163102,L2386496,o.ii,9',420 Bi2-za-ni,Bi2-za-ni,OV_000201,Bi2-za-ni,OS_000186,PN,,
162888,L784745,o.iv,3,[n] Bi2-za-tum,Bi2-za-tum,OV_000202,Bi-za-tum,OS_000187,PN,,
162891,L2386171,r.,14,1 Bi2-za-[tu]m,Bi2-za-tum,OV_000202,Bi-za-tum,OS_000187,PN,,
163068,L787080,o.i,5,300 Bi2-za-tum,Bi2-za-tum,OV_000202,Bi-za-tum,OS_000187,PN,,
163102,L2386505,o.ii,18',240 [B]i2-za-tum,Bi2-za-tum,OV_000202,Bi-za-tum,OS_000187,PN,,
163083,L787739,o.ii,1,[n Bi2]-zu-a,Bi2-zu-a,OV_000203,Bi-zu-a,OS_000180,PN,,
163102,L2386507,o.ii,20',240 Bi2-zu-a,Bi2-zu-a,OV_000203,Bi-zu-a,OS_000180,PN,,
163103,L2386627,o.ii,14,360 Bi2-[z]u-zu,Bi2-zu-zu,OV_000204,Bi2-zu-zu,OS_000188,PN,,
163080,L787556,o.i,17,[n] Bil2-l[um],Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163083,L787718,o.i,8,240 Bil2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163096,L788380,o.i,11,300 Bil2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163088,L787941,o.,4,240 B[i]l2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163113,L2386818,o.i,8,[n]+20 [B]il2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163113,L2386846,o.ii,4,1290 Bil2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163102,L2386530,r.i,15,480 Bil2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163109,L2386751,r.i,5',[n Bi]l2-lum,Bil2-lum,OV_000205,Bil2-lum,OS_000189,PN,,
163069,L860141,r.i,4,600 Bu-ga-a,Bu-ga-a,OV_000206,Bu-ga-a,OS_000190,PN,,
163093,L788176,o.i,26,960 Bu-ga-a,Bu-ga-a,OV_000206,Bu-ga-a,OS_000190,PN,,
163095,L788352,r.i,13',120 B[u-ga]-num2,Bu-ga-num2,OV_000207,Bu-ga-num2,OS_000191,PN,,
163080,L787552,o.i,13,[n] Bu-ga-num2,Bu-ga-num2,OV_000207,Bu-ga-num2,OS_000191,PN,,
